x_min x_max val stat syst 
0.00 1.00 0.283197 0.00109227 0.000366271
1.00 2.00 0.274765 0.000676186 0.000349194
2.00 3.00 0.269787 0.000641533 0.000263304
3.00 4.00 0.271976 0.000753375 0.000335157
4.00 5.00 0.286951 0.000981606 0.000466406
5.00 7.00 0.335671 0.00108857 0.00129926
7.00 10.00 0.424423 0.0017179 0.000597656
10.00 20.00 0.539172 0.00259708 0.00410563
