x_min x_max val stat syst 
0.00 1.00 1.09135 0.00135111 0.0103876
1.00 2.00 1.11341 0.00093912 0.013741
2.00 3.00 1.11549 0.000974009 0.0123661
3.00 4.00 1.0725 0.00110853 0.00838845
4.00 5.00 0.974721 0.00122189 0.00583551
5.00 7.00 0.931886 0.0010928 0.00505432
7.00 10.00 0.942698 0.00144272 0.00290593
10.00 20.00 0.97407 0.00205517 0.014071
