x_min x_max val stat syst 
0.00 1.00 0.283538 0.00109266 0.00036481
1.00 2.00 0.275293 0.000676589 0.000348151
2.00 3.00 0.270606 0.000642146 0.000262529
3.00 4.00 0.275427 0.000756341 0.000365138
4.00 5.00 0.295795 0.000990418 0.000508517
5.00 7.00 0.345364 0.00109609 0.00129342
7.00 10.00 0.432058 0.00172175 0.000587553
10.00 20.00 0.545361 0.00259434 0.00395638
