x_min x_max val stat syst 
0.0 1.0 0.261952 0.000834912 0.000644863
1.0 2.0 0.251634 0.000591062 0.000646681
2.0 3.0 0.251568 0.000640584 0.000687003
3.0 4.0 0.268106 0.0008154 0.00068751
4.0 5.0 0.307127 0.00112385 0.000671387
5.0 7.0 0.371197 0.00126931 0.000980556
7.0 10.0 0.463719 0.00211344 0.00118741
10.0 20.0 0.545607 0.00372472 0.00241387
